student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
23337,AD19,1,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RO,87,Does not apply ,0,7,,80.5,1,1,"0,25",Traditional,"0,25","0,5",High cost,School 7387,Level 3,Low,"94,33333333",0,0,0,Does not apply,Does not apply,Does not apply,3,1,0,1,0,1
69533,AD17,0,Undergraduate,Female,16,No information,No information,No information,No information,No information,No,No,No information,NO TEC,Local,No information,No information,EIC,IIS,RM,"95,09",1444,0,6,50,92,1,"1,33","0,5",Academic talent,"0,15","0,65",Low cost,School 5382,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
90266,AD20,1,High School,Female,14,No degree,Graduated from high school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RO,97,1170,0,1,40,Does not apply,1,1,0,Army/Navy scholarship,0,0,Public,School 1419,Level 7,Low,"80,66666667",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
105210,AD15,0,High School,Male,15,Master degree,Received technical or commercial degree,No degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,90,1146,0,0,25,Does not apply,1,"1,16",0,No scholarship,0,0,High cost,School 1211,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
38623,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IBN,RM,"98,92",1457,0,6,50,No information,1,"1,08","0,6",Academic talent,0,"0,599997861",Medium high cost,School 8139,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
108404,AD16,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,ECSG,LEF,RCS,99,1523,0,6,50,No information,1,"1,08","0,7",Academic talent,0,"0,700003882",Medium high cost,School 8263,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
53875,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LAE,RCM,"83,96",Does not apply ,0,6,,85.5,1,"1,08","0,1",Traditional,"0,1","0,20001491",High cost,School 5325,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
89992,AD20,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RO,94,1270,0,6,28,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Medium high cost,School 4784,No information,Low,"66,66666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
6548,AD15,0,Undergraduate,M,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IIS,RM,92,1349,0,6,40,80,1,"1,08","0,15",Traditional,"0,15","0,300004076",Public,School 7389,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
15687,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LDE,RCM,77,1402,0,5,20,No information,1,"1,08",0,No scholarship,0,0,High cost,School 6950,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
77754,AD18,0,High School,Female,15,No degree,Graduated from high school,No degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,91,1373,0,0,36,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Medium cost,School 293,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
87652,AD18,0,High School,Male,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RO,"87,5",1208,0,0,40,Does not apply,1,1,"0,2",Traditional,0,"0,2",High cost,School 4557,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,0,1,1,0,0
7456,AD16,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,Yes,Yes,Yes,NO TEC,Local,No information,No information,EIC,IIS,RM,88,1410,0,6,40,No information,1,"1,08",0,No scholarship,0,0,High cost,School 5263,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
92517,AD15,0,High School,Male,15,Undergraduate degree,Received technical or commercial degree,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,84,1007,0,0,40,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 499,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
95018,AD17,0,High School,Female,15,No degree,Graduated from elementary or middle school,No degree,Graduated from high school,No degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCM,89,1043,0,0,30,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2582,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
35554,AD14,0,High School,Female,14,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PBI,RCS,82,1091,0,0,30,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2773,No information,No information,,,,0,0,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
79035,AD18,0,Undergraduate,Female,19,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No,EHE-EAAD,LCD,RM,"82,96",Does not apply ,0,7,,76.5,1,"0,75",0,No scholarship,0,0,High cost,School 7370,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
69939,AD18,0,Undergraduate,M,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IMT,RM,"95,1",1512,0,6,34,72,1,"1,08","0,45",Traditional,"0,25","0,699996252",Medium cost,School 5792,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,4,1,1,1,1,0
7285,AD15,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EIC,IQA,RM,97,1237,0,4,30,56,1,"1,08",0,No scholarship,0,0,Public,School 6767,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
82600,AD20,1,Undergraduate,Female,18,No degree,Graduated from elementary or middle school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,Urban,Yes,EN,NEG,RCS,"84,32",1210,0,1,33,26.75,1,1,0,No scholarship,0,0,Medium high cost,School 8263,Level 7,Low,"88,33333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
66462,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LMC,RCM,"80,56",1206,0,6,25,40,1,"1,08",0,No scholarship,0,0,High cost,School 7211,No information,No information,,,,0,0,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
21224,AD19,1,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCM,80,990,0,6,40,Does not apply,1,1,0,No scholarship,0,0,High cost,School 237,Level 7,Low,"84,33333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
14618,AD20,1,Undergraduate,Male,18,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,No,EN,NEG,RM,"82,6",71,1,6,38,33,1,"0,67",0,No scholarship,0,0,Public,School 7389,Level 7,Low,"93,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,1,0,0
70276,AD19,1,Undergraduate,M,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,No,EIC,IIT,RM,87,1260,0,4,40,50,1,1,0,No scholarship,0,0,Medium cost,School 5355,No information,No information,"90,5",0,0,0,Does not apply,Does not apply,Does not apply,5,1,1,1,1,1
73392,AD16,0,High School,Female,15,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCS,"88,33",1103,0,0,29,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium cost,School 1682,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
94529,AD17,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,83,1395,0,0,36,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 499,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
98914,AD20,1,High School,Female,15,Master degree,Received master degree,Master degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,"83,1",870,0,3,30,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 412,No information,No information,"79,83333333",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
40601,AD16,0,High School,Female,15,No degree,No information,No information,Received technical or commercial degree,No degree,No,No,No,TEC,Local,No information,Does not apply,High school,PBB,DR,85,862,0,0,,Does not apply,1,1,"0,2",Traditional,0,"0,2",High cost,School 2602,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
49871,AD16,0,High School,Male,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,78,1138,0,0,25,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3795,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
48450,AD16,0,Undergraduate,Male,18,Undergraduate degree,Received technical or commercial degree,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No information,EIC,IIS,RM,"91,5",1292,0,6,,93,1,"1,08","0,25",Traditional,"0,25","0,499961176",High cost,School 7371,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
101121,AD17,0,High School,Female,15,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,"96,5",1166,0,0,25,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 1621,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
78845,AD20,1,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RO,87,1200,0,5,34,Does not apply,1,1,"0,2",Traditional,0,"0,2",High cost,School 4740,Level 7,Low,"87,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
20407,AD19,1,High School,Female,14,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBI,RCM,87,1150,0,6,31,Does not apply,1,1,0,No scholarship,0,0,High cost,School 1873,No information,No information,"88,5",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
88603,AD18,0,High School,Female,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Yes: Foreigner,No information,Does not apply,High school,PTM,RO,"89,86",1311,0,0,50,Does not apply,1,1,"0,3",Traditional,0,"0,3",Not defined,School 513,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,1,0,0
52563,AD14,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCS,93,1228,0,0,25,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2090,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
101947,AD17,0,High School,Male,15,No degree,None educational degree,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCS,"90,82",1400,0,0,30,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 3150,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
91293,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IMT,RCM,73,1437,0,0,28,76,1,"1,08",0,No scholarship,0,0,High cost,School 5518,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
109405,AD17,0,Undergraduate,M,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Local,No information,No,EIC,IMT,RCS,"91,2",1405,0,0,30,56,1,"1,25","0,45",Traditional,"0,25","0,699981594",Medium cost,School 7588,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
40214,AD14,0,Undergraduate,Male,18,Undergraduate degree,No information,No information,Received undergraduate degree,Undergraduate degree,No,No information,No,TEC,Local,No information,No information,EN,LDN,DR,"87,1",Does not apply ,0,4,,79.5,1,"1,08","0,35",Traditional,"0,35","0,699961458",High cost,School 5316,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
7102,AD15,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IDA,RM,86,1341,0,6,40,52,1,"1,08",0,No scholarship,0,0,Medium high cost,School 7478,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
111764,AD20,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,Urban,No,EIC,IIT,RCS,81,67,1,1,23,46.75,1,1,0,No scholarship,0,0,Medium high cost,School 8113,No information,No information,83,0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,1,0,0
79960,AD19,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,85,990,0,6,40,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 4779,Level 7,Low,"78,33333333",0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
13287,AD20,1,Undergraduate,Female,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,Urban,No,EIC,IBQ,RM,99,1470,0,1,40,85.25,1,1,"0,5",Academic talent,0,"0,5",High cost,School 5263,Level 7,Low,94,0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
50113,AD20,1,Undergraduate,Male,19,Master degree,Received master degree,Master degree,No information,No information,Yes,Yes,Yes,TEC,Local,Urban,No,EIC,IIT,RM,"79,9",Does not apply ,0,7,36,48.08388101,0,"0,84",0,No scholarship,0,0,High cost,School 1098,No information,Low,64,0,0,4,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
113429,AD17,0,High School,Female,16,No information,No information,No information,No information,No information,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,"93,5",1127,0,0,10,Does not apply,1,1,"0,1",Traditional,0,"0,1",High cost,School 3574,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
106410,AD20,1,Undergraduate,Male,19,PhD,Received PhD,PhD,No information,No information,Yes,Yes,Yes,TEC,Local,Urban,No,EIC,IIT,RM,"95,47",Does not apply ,0,7,36,48.08388101,1,"0,84","0,9",Child of Professor/Employee/Director,0,"0,9",High cost,School 105,No information,No information,95,0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
101204,AD17,0,High School,Female,14,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,96,1356,0,0,36,Does not apply,1,1,"0,5",Academic talent,0,"0,5",Medium high cost,School 3245,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
101874,AD20,1,Undergraduate,M,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Semiurban,No,EIC,IIT,RCS,"84,39",Does not apply ,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,Low cost,School 68,Level 6,Low,"67,5",0,0,0,Does not apply,Does not apply,Does not apply,2,0,1,0,0,1
82040,AD19,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCS,89,1320,0,6,36,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium high cost,School 2276,No information,No information,"89,5",0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,0,0,1
34382,AD20,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RM,83,1150,0,6,32,Does not apply,1,1,"0,4",Cultural talent,0,"0,4",Medium cost,School 16,No information,No information,"91,33333333",0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
6006,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EMCS,MC,RM,99,1496,0,6,18,No information,1,"1,08","0,8",Academic talent,0,"0,8",Public,School 7992,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
18321,AD20,1,Undergraduate,Male,19,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,ECSG,CIS,RCM,"83,76",Does not apply ,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,High cost,School 857,Level 6,Low,80,0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,0,1,1
56344,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LIN,DR,"87,65",Does not apply ,0,6,,84,1,"1,08",0,No scholarship,0,0,High cost,School 5321,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
104172,AD20,1,High School,Male,15,Master degree,Received master degree,Master degree,Graduated from elementary or middle school,No degree,Yes,Yes,No,NO TEC,Yes: National,Urban,Does not apply,High school,PBB,DR,"87,5",1030,0,2,19,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2774,Level 3,Low,"81,83333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
48872,AD17,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EIC,IMA,RM,"86,02",Does not apply ,0,6,,87.5,1,"1,25",0,No scholarship,0,0,High cost,School 7371,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
40438,AD14,0,High School,Male,15,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,Does not apply,High school,PBB,DR,87,,0,0,,Does not apply,1,1,"0,4",Sports talent,0,"0,399991588",High cost,School 2602,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
97387,AD19,1,High School,Male,16,PhD,Received PhD,PhD,Received PhD,PhD,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCM,86,1140,0,6,35,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 152,No information,No information,78,2,0,0,Does not apply,Does not apply,Does not apply,1,0,1,0,0,0
33090,AD15,0,High School,Female,15,Master degree,Received undergraduate degree,Undergraduate degree,Received master degree,Master degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RM,94,1262,0,0,30,Does not apply,1,1,"0,3",Traditional,0,"0,3",Public,School 1413,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
64797,AD14,0,High School,F,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,83,1124,0,0,25,Does not apply,1,1,0,No scholarship,0,0,High cost,School 1311,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
113892,AD20,1,Undergraduate,Female,18,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RCM,"82,67",Does not apply ,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,High cost,School 753,Level 7,Low,"89,33333333",0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
113726,AD17,0,High School,Male,15,Master degree,Received master degree,Master degree,No information,No information,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,"84,5",1171,0,0,30,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 3329,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
61581,AD18,0,High School,M,14,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCS,89,1349,0,0,34,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2757,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
2309,AD15,0,High School,Female,14,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,Does not apply,High school,PBB,DR,90,1423,0,0,,Does not apply,1,1,"0,6",Academic talent,0,"0,6",High cost,School 3411,No information,No information,,,,0,0,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
68775,AD18,0,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No,EN,LAE,RM,"83,22",Does not apply ,0,7,,80,1,"1,17","0,6",Sports talent,0,"0,599979384",High cost,School 5314,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,0,1,0
79139,AD19,1,Undergraduate,Male,20,Master degree,No information,No information,Received master degree,Master degree,No,No,No,TEC,Local,Urban,No,ECSG,CIS,RM,75,Does not apply ,0,7,,70,1,1,0,No scholarship,0,0,High cost,School 7370,Level 7,Low,61,1,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
8607,AD17,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,Yes,Yes,Yes,NO TEC,Local,No information,No information,EIC,IIS,RM,90,1314,0,6,38,72,1,"1,08",0,No scholarship,0,0,High cost,School 8199,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
94224,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IIT,RCM,"79,83",Does not apply ,0,7,36,48.08388101,1,1,0,No scholarship,"0,25","0,25",High cost,School 3962,No information,No information,89,0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
27889,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EIC,INQ,RM,"89,02",Does not apply ,0,6,,82.5,1,"1,08","0,9",Child of Professor/Employee/Director,0,"0,900013846",High cost,School 7971,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
31016,AD15,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LIN,RM,"73,15",Does not apply ,0,6,,71.5,1,"1,08",0,No scholarship,0,0,High cost,School 7971,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
46852,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCS,"88,63",1249,0,0,44,Does not apply,1,1,"0,2",Traditional,0,"0,2",High cost,School 273,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
3726,AD15,0,High School,Male,14,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PBB,RO,92,1519,0,0,35,Does not apply,0,1,"0,6",Academic talent,0,"0,6",Low cost,School 4237,No information,No information,,,,4,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
11734,AD19,1,Undergraduate,Female,18,No degree,Graduated from high school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,Urban,Yes,EN,NEG,RM,92,1540,0,6,48,87.25,1,1,"0,2",Leaders of Tomorrow Scholarship,0,"0,2",Low cost,School 9832,No information,No information,"90,33333333",0,0,0,Does not apply,Does not apply,Does not apply,4,1,1,1,0,1
31735,AD14,0,High School,Female,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,"97,32",1279,0,0,24,Does not apply,1,1,"0,9",Academic talent,0,"0,90000539",High cost,School 3804,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
59914,AD15,0,High School,Male,16,Undergraduate degree,Graduated from elementary or middle school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,75,1208,0,0,25,Does not apply,1,1,"0,8",Sports talent,0,"0,8",Low cost,School 4411,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
79652,AD18,0,High School,Female,15,Master degree,Received master degree,Master degree,Received master degree,Master degree,Yes,No,Yes,NO TEC,Local,No information,Does not apply,High school,PTM,RM,88,1171,0,0,25,Does not apply,1,1,"0,9",Child of Professor/Employee/Director,0,"0,9",Medium cost,School 4906,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
