student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
105757,AD19,1,Undergraduate,Female,18,PhD,Received PhD,PhD,Received PhD,PhD,No,No,No,TEC,Local,Urban,No,ECSG,CIS,RM,92,1430,0,7,,84.5,1,1,"0,4",Academic talent,0,"0,4",High cost,School 7359,Level 6,Low,92,0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
75642,AD15,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,DR,93,1224,0,0,40,Does not apply,1,1,"0,3",Traditional,0,"0,3",Low cost,School 987,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
110358,AD18,0,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IMT,RCS,"96,8",1403,0,6,50,96,1,"1,08","0,35",Traditional,0,"0,35",Public,School 6046,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,4,0,1,1,1,1
108649,AD16,0,High School,Male,14,No degree,Graduated from elementary or middle school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,92,1205,0,0,25,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 4426,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
29355,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,98,1438,0,0,40,Does not apply,1,1,"0,5",Academic talent,0,"0,5",High cost,School 4246,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
50050,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IIT,RM,"92,76",1540,0,7,36,48.08388101,1,"0,96","0,5",Academic talent,0,"0,5",Medium high cost,School 3486,No information,Low,97,0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,0,1
46677,AD18,0,High School,FEMALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,88,1262,0,0,40,Does not apply,1,1,0,No scholarship,0,0,High cost,School 381,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
65474,AD18,0,Undergraduate,MALE,90,Master degree,"Attended university, but did not graduate",No degree,Received master degree,Master degree,No,No,No,TEC,Local,No information,No,EN,LAF,RCM,"83,24",Does not apply ,0,7,,88,1,"1,08",0,No scholarship,0,0,High cost,School 5328,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,0,0,1,1,0
98114,AD20,1,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,"93,5",1120,0,4,32,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium high cost,School 1069,No information,No information,"90,16666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
110565,AD19,1,High School,Male,14,No degree,"Attended university, but did not graduate",No degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCS,89,1050,0,1,31,Does not apply,1,1,0,No scholarship,0,0,High cost,School 4923,Level 4,Medium,"87,33333333",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
94222,AD17,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,"85,5",1259,0,0,15,Does not apply,1,1,0,No scholarship,0,0,Public,School 1208,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
18473,AD17,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,"94,5",1107,0,0,34,Does not apply,1,1,0,Army/Navy scholarship,0,0,Medium high cost,School 2917,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
20222,AD19,1,High School,Female,15,PhD,Received master degree,Master degree,Received PhD,PhD,No,No,No,NO TEC,Yes: Foreigner,Urban,Does not apply,High school,PBI,RCM,90,1260,0,6,36,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Not defined,School 1473,No information,No information,"85,83333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
85021,AD15,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LAE,RO,"91,5",1202,0,5,30,40,1,"1,08",0,No scholarship,0,0,Medium high cost,School 6467,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
45518,AD18,0,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Yes: National,No information,No,EIC,INT,RCS,"82,84",Does not apply ,0,7,,77,1,"1,08",0,No scholarship,0,0,High cost,School 5327,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,0,0,0,1,1
17258,AD19,1,Undergraduate,MALE,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,TEC,Local,Urban,No,EHE-EAAD,ESC,RCM,77,Does not apply ,0,7,,77.5,0,1,0,No scholarship,0,0,High cost,School 7351,No information,No information,92,0,0,4,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
121375,AD20,1,Undergraduate,Male,19,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,No,EN,NEG,RCM,"81,7",600,0,5,36,39.75,1,1,0,No scholarship,0,0,Low cost,School 9942,No information,No information,"90,66666667",0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,0,1,1
86949,AD17,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,No information,EIC,IMT,RO,85,1292,0,5,40,40,1,"0,92",0,No scholarship,0,0,Low cost,School 9442,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
60516,AD16,0,High School,Male,15,No degree,Graduated from elementary or middle school,No degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBI,RCS,84,1306,0,0,30,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 3939,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
108807,AD16,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No,No,No,NO TEC,Yes: National,No information,No information,EHE-EAAD,ARQ,RCS,"88,6",1355,0,3,10,No information,1,"1,08",0,Army/Navy scholarship,0,0,Medium cost,School 6492,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
89667,AD19,1,Undergraduate,Male,18,Master degree,Received undergraduate degree,Undergraduate degree,Received master degree,Master degree,No,No,No,NO TEC,Local,Urban,No,EIC,IIT,RO,97,1320,0,5,40,71,1,1,0,No scholarship,0,0,Medium cost,School 5265,No information,No information,89,0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
112157,AD20,1,Undergraduate,Female,17,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,ICT,RO,"93,71",1410,0,3,36,48.08388101,1,"0,96","0,35",Traditional,"0,25","0,6",Medium cost,School 55,Level 7,Low,"95,5",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
90673,AD20,1,Undergraduate,Male,18,PhD,Received PhD,PhD,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,Urban,No,EIC,IIT,RO,99,1450,0,1,46,55.75,1,1,"0,5",Academic talent,0,"0,5",Medium cost,School 8960,No information,No information,"98,5",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
73061,AD15,0,High School,FEMALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PTM,RCS,85,1060,0,0,40,Does not apply,1,1,0,No scholarship,0,0,High cost,School 1216,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
39553,AD18,0,Undergraduate,MALE,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IID,RM,88,1330,0,6,37,56,1,"1,08","0,45",Traditional,"0,25","0,700005566",Public,School 9878,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,1,0,1,0
86923,AD17,0,Undergraduate,MALE,17,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,No information,EIC,ITE,RO,"94,4",1434,0,6,50,60,1,"1,25","0,35",Traditional,"0,25","0,599990797",Low cost,School 9656,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
93799,AD16,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,No information,EIC,IMT,RCM,"83,7",1324,0,6,36,No information,1,"1,08",0,No scholarship,0,0,High cost,School 5369,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
108448,AD16,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,91,1280,0,0,40,Does not apply,1,1,"0,4",Academic talent,0,"0,4",High cost,School 359,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
95908,AD18,0,High School,Female,14,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,86,1096,0,0,22,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 606,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
39709,AD20,1,High School,F,16,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RM,"95,5",1240,0,5,48,Does not apply,1,1,"0,4",Academic talent,0,"0,4",High cost,School 1067,No information,No information,"93,16666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
5167,AD20,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,No,Yes,NO TEC,Local,Urban,No,EIC,IIT,RO,82,1300,0,1,22,37.25,1,1,0,No scholarship,0,0,High cost,School 6233,Level 7,Medium,"83,5",0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
96042,AD18,0,High School,Female,14,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCM,"90,5",1068,0,0,28,Does not apply,1,1,0,Army/Navy scholarship,0,0,Public,School 2633,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
77836,AD19,1,High School,Female,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,Urban,Does not apply,High school,PTM,RO,91,1130,0,6,31,Does not apply,1,1,"0,4",Traditional,0,"0,4",Medium high cost,School 3239,Level 7,Low,"89,66666667",0,0,0,Does not apply,Does not apply,Does not apply,2,0,1,1,0,0
68198,AD19,1,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EAAD-Engineering and Sciences,AMC,RCM,80,Does not apply ,0,7,,71,0,1,0,No scholarship,0,0,Not defined,School 10241,Level 7,Low,83,0,0,4,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
51793,AD14,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EHE-EAAD,LRI,RCS,"80,8",Does not apply ,0,6,,70,1,"0,58","0,2",Traditional,"0,2","0,40005537",High cost,School 7540,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
20939,AD19,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBI,RCM,92,1180,0,6,30,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 3814,No information,No information,"92,33333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
108802,AD16,0,High School,MALE,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,"80,14",1164,0,0,35,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 461,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
46322,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Yes: National,Urban,No,EIC,ICI,RCS,"90,13",Does not apply ,0,7,36,48.08388101,1,"0,96","0,15",Traditional,"0,15","0,3",Medium high cost,School 1320,No information,Low,"93,5",0,0,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
29594,AD19,1,High School,Male,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,88,1390,0,6,23,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2649,No information,Low,"86,83333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
53406,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: Foreigner,No information,No information,ECSG,LED,RCS,85,1220,0,6,30,88,1,"1,08",0,No scholarship,0,0,Not defined,School 9063,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
87062,AD17,0,High School,Female,15,Master degree,Received master degree,Master degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,"82,5",1171,0,0,30,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2044,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
97749,AD19,1,Undergraduate,Male,18,No degree,Graduated from elementary or middle school,No degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,Urban,Yes,EHE-EAAD,ESC,RCM,89,1240,0,6,30,33.5,1,"1,04",0,No scholarship,0,0,Medium cost,School 5400,No information,No information,87,0,1,0,Does not apply,Does not apply,Does not apply,1,0,0,0,0,1
84968,AD18,0,Undergraduate,FEMALE,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No,ECSG,LRI,RO,"85,32",Does not apply ,0,7,,85,1,"1,08",0,Army/Navy scholarship,0,0,High cost,School 7351,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,0,1,0,1,1
22815,AD14,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,97,1347,0,0,22,Does not apply,1,1,"0,6",Academic talent,0,"0,599960136",High cost,School 3793,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
76239,AD14,0,Undergraduate,Female,20,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EHE-EAAD,IMI,RM,82,1267,0,0,20,No information,0,"0,58",0,No scholarship,0,0,Medium cost,School 7644,No information,No information,,,,3,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
46198,AD16,0,High School,MALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,92,1386,0,0,25,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 828,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
56457,AD14,0,High School,FEMALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,TEC,Local,No information,Does not apply,High school,PBB,DR,86,,0,0,,Does not apply,1,1,"0,3",Traditional,0,"0,299993691",High cost,School 137,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
54796,AD16,0,Undergraduate,MALE,18,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EIC,IMD,RCM,"90,76",1375,0,6,,78.5,0,"1,08","0,25",Traditional,"0,25","0,499961378",High cost,School 5325,No information,No information,,,,1,No information,No information,No information,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
19500,AD18,0,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IDS,RCM,"99,1",1489,0,6,40,88,1,"1,08","0,6",Academic talent,0,"0,599996874",High cost,School 5429,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,0,0,1,1
71152,AD17,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LIN,RCS,"85,36",Does not apply ,0,6,,80,1,"1,25","0,15",Traditional,"0,15","0,299968204",High cost,School 5317,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
86758,AD20,1,Undergraduate,Male,17,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EAAD-Engineering and Sciences,AMC,RO,"85,34",Does not apply ,0,7,36,48.08388101,1,1,0,No scholarship,0,0,Medium high cost,School 3907,No information,Low,"92,5",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
52216,AD16,0,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,No,No,No,TEC,Local,No information,No information,EIC,IIS,RCS,"86,91",Does not apply ,0,3,,78.5,1,"1,08",0,No scholarship,0,0,High cost,School 7540,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
7258,AD15,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EMCS,LPS,RM,83,1325,0,6,25,44,1,"0,92",0,No scholarship,0,0,Medium high cost,School 5261,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
19136,AD18,0,High School,Male,15,Master degree,Received master degree,Master degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,"80,5",1403,0,0,30,Does not apply,1,1,0,No scholarship,0,0,High cost,School 857,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
78475,AD18,0,High School,Female,15,PhD,Received PhD,PhD,Received master degree,Master degree,Yes,Yes,No,TEC,Local,No information,Does not apply,High school,PBB,RO,87,1186,0,0,,Does not apply,1,1,"0,4",Traditional,0,"0,4",High cost,School 4740,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
38345,AD17,0,Undergraduate,Male,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No,EHE-EAAD,LDI,RM,"92,21",Does not apply ,0,6,,96,1,"1,25",0,Army/Navy scholarship,0,0,High cost,School 5326,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
68776,AD14,0,High School,Female,4,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RM,90,1437,0,0,27,Does not apply,1,1,"0,4",Traditional,0,"0,400039864",Medium cost,School 2944,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
10770,AD18,0,Undergraduate,Female,18,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,No,EIC,INQ,RM,96,1499,0,6,35,100,1,"1,08","0,5",Academic talent,0,"0,499991445",Medium cost,School 5292,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
107970,AD20,1,High School,Male,16,Undergraduate degree,Graduated from elementary or middle school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,"80,33",980,0,6,24,Does not apply,1,1,0,No scholarship,0,0,High cost,School 13,No information,No information,"88,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
68465,AD15,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EIC,IIS,RM,"86,53",Does not apply ,0,6,,78,1,"1,08","0,3",Traditional,"0,3","0,600051342",High cost,School 5314,No information,No information,,,,0,0,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
61778,AD18,0,High School,Female,14,No degree,Graduated from high school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,92,1011,0,0,23,Does not apply,1,1,0,No scholarship,0,0,Public,School 4130,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
58863,AD14,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,94,1091,0,0,23,Does not apply,1,1,"0,4",Traditional,0,"0,400039864",Public,School 2862,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
107290,AD19,1,High School,Female,15,Undergraduate degree,"Attended university, but did not graduate",No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,89,1110,0,6,40,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3804,No information,Low,"92,16666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
83235,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RO,"98,5",1296,0,0,40,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Public,School 455,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,1,0,0
21990,AD14,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LIN,RM,"86,1",1409,0,6,,75,1,"1,08","0,25",Traditional,"0,25","0,500037276",High cost,School 7370,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
65759,AD15,0,High School,Female,14,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBI,RCM,"97,3",1354,0,0,25,Does not apply,1,1,0,Army/Navy scholarship,0,0,Medium high cost,School 3335,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
10829,AD18,0,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: Foreigner,No information,No,EN,LDE,RM,"88,29",1407,0,6,50,44,1,"0,75",0,No scholarship,0,0,Not defined,School 6420,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
109427,AD20,1,Undergraduate,FEMALE,17,No degree,Graduated from high school,No degree,Graduated from high school,No degree,No,No,No,TEC,Local,No information,Yes,EN,NEG,RCS,"90,71",Does not apply ,0,1,36,48.08388101,1,"0,92","0,45",Traditional,"0,25","0,7",Public,School 4962,No information,No information,"90,33333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
63957,AD17,0,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,Yes,Yes,No,TEC,Local,No information,No information,EIC,IMT,RCM,"97,49",1539,0,6,,99.5,1,"1,08","0,7",Academic talent,0,"0,699996341",High cost,School 5328,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
66754,AD15,0,High School,Female,16,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,84,966,0,0,40,Does not apply,0,1,0,No scholarship,0,0,Public,School 2224,No information,No information,,,,1,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
24567,AD14,0,High School,Female,16,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PTM,RO,99,1388,0,0,24,Does not apply,1,"1,16","0,5",Academic talent,0,"0,5",High cost,School 3500,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
22109,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LDE,RM,"81,16",Does not apply ,0,6,,82,1,"1,08",0,No scholarship,0,0,High cost,School 7370,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
47769,AD18,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,92,1321,0,0,18,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium cost,School 2335,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
79526,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IIT,RM,"84,47",Does not apply ,0,7,36,48.08388101,0,"0,96",0,No scholarship,0,0,Medium high cost,School 3938,Level 7,Low,"73,5",0,0,3,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
