Solicitud_id,Aprobado,Hit_Buro_Huella,Malo,Num_IQ_U3M_PL_Financieras,Edad_cliente,Porcentaje_cuentas_abiertas,Num_IQ_U3M,Num_IQ_U3M_TDC_Banco,MaxMOP_U3M,Saldo_actual_prest_personales,Num_IQ_U3M_Prest_personales,Ingreso_Bruto,Número_ctas_atraso_prest_personales_U3M,Número_ctas_atraso_TdC_U3M,Ctas_ab_U18M_TDC_Banco,Num_ctas_prest_pers,Flag_prest_nómina,Meses_cta_más_antig,Flag_fraude_prest_nomina,Flag_fraude_hipotecario,Flag_quebranto_prest_personal,Entidad_federativa,Tipo_suscripcion,Status,Antigüedad_uso_linea_celular,Gasto_mensual_telefonia,Actividad_usuario,Cambio_SIM_U3M,Variable_37,Gasto_ultimos_60_días,Score_FPD,Rango_dispositivo,Adopcion_tecno,Score_incumplimiento,Tasa_contactacion,Calidad_telefonica,Score_contabilidad_entrante,Score_contabilidad_saliente,Disciplina_tech,Cluster_sucursales
5927389,0,10,-1,-2,67,0.285714286,3,-2,1,47542,1,26848.11,0,0,0,15,-2,0,-2,-2,-2,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5927617,0,10,-1,2,56,0.324324324,10,2,9,678391,3,29971.81,3,2,0,20,-2,2,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5927940,0,10,-1,-2,63,0.12195122,3,-2,9,27844,1,3226.77,1,1,0,26,-2,3,-2,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5928111,0,11,-1,-2,63,0.205882353,5,1,9,339096,1,4531.87,1,0,-2,22,-2,16,0,-2,0,TAM,PREPAGO,1,49,6,4,0,20,6,475,5,6,625,631,765,3,2,75,1
5928244,0,10,-1,1,59,0.25,9,-2,6,267247,2,28437.3,1,0,0,9,-2,15,0,-2,0,COL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5929517,0,10,-1,-2,64,0.333333333,4,-2,9,56304,1,3226.77,2,0,-2,3,-2,34,-2,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5930524,0,10,-1,-2,66,0.018766756,1,-2,9,209676,1,10275.54,2,1,0,347,-2,2,-2,-2,1,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5932329,0,11,-1,1,55,0.346153846,5,-2,9,127519,2,28084.9,2,1,0,14,-2,7,0,0,0,CDMX,POSPAGO,1,85,-1,6,0,20,12,547,5,5,642,680,852,3,3,-3,3
5933336,0,11,-1,-2,62,0.347826087,13,1,9,471807,2,12096.67,2,0,1,14,1,7,-2,-2,0,VER,POSPAGO,1,84,-1,6,0,20,8,466,9,8,656,695,843,3,3,-3,3
5934020,0,11,-1,1,45,0.294117647,6,-2,7,56848,2,2683.36,2,-2,-2,15,-2,2,-2,-2,0,JAL,PREPAGO,1,12,2,3,0,19,2,285,6,5,553,576,701,3,1,1,3
5934115,0,0,-1,-1,37,-1,-1,-1,-1,-1,-1,9723.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5934590,0,10,-1,0,64,0.176470588,5,0,9,47756,1,20339,0,-2,-2,11,1,12,0,-2,0,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5935217,0,10,-1,-2,39,0.529411765,8,2,9,-2,1,9723.85,-2,1,1,-2,-2,1,0,-2,-2,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5936319,0,10,-1,1,55,0.280701754,8,-2,9,1439230,2,32945.25,7,3,-2,44,1,15,-2,0,1,DGO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
5937592,0,11,-1,-2,61,0.4,1,-2,9,-2,1,3612.81,0,0,-2,5,-2,4,0,0,0,QRO,POSPAGO,1,82,-1,5,0,20,9,644,9,9,643,690,826,3,2,-3,1
5937706,0,11,-1,-2,60,0.142857143,2,-2,9,470919,1,17685.99,4,-2,-2,60,-2,1,-2,0,1,TAM,PREPAGO,1,54,8,6,0,17,8,446,6,6,605,623,758,3,3,37,1
5938523,0,11,-1,1,67,0.260869565,6,-2,9,-2,2,21363.49,4,1,0,14,-2,38,0,-2,1,TAM,POSPAGO,1,62,-1,5,0,20,9,450,7,7,624,677,808,3,3,-3,1
5939131,0,11,-1,-2,64,0.5,2,-2,2,-2,1,3561.29,0,1,-2,1,-2,11,0,-2,-2,TAM,PREPAGO,1,24,5,6,0,21,5,371,4,6,560,575,740,3,3,51,3
5939226,0,10,-1,1,62,0.142857143,6,-2,9,-2,2,5836.52,0,-2,-2,1,-2,17,-2,-2,-2,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5939245,0,11,-1,-2,64,0.166666667,1,-2,9,67230,1,25238.7,4,-2,-2,9,-2,42,-2,-2,0,SIN,PREPAGO,1,1,2,1,0,21,2,304,-1,-1,539,312,544,0,0,1,3
5940157,0,11,-1,-2,58,0.209677419,2,-2,9,369282,1,4337,6,3,0,35,-2,4,-2,-2,0,CDMX,PREPAGO,1,41,3,3,0,21,3,433,-1,-1,572,585,735,3,1,40,3
5940271,0,11,-1,-2,65,0.170731707,1,-2,9,327724,1,18829.39,4,0,0,30,1,15,0,-2,0,EM,PREPAGO,1,84,6,5,0,20,6,458,3,5,605,619,780,3,2,57,3
5941335,0,1,-1,-1,67,-1,-1,-1,-1,-1,-1,13248.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,SIN,PREPAGO,1,42,1,1,0,20,1,325,4,7,565,619,737,2,0,1,3
5942076,0,11,-1,-2,57,0.4,2,-2,9,68544,1,31229.1,2,-2,-2,9,1,4,0,0,0,CHI,PREPAGO,1,17,6,5,0,18,6,360,-1,-1,539,575,712,3,3,46,3
5942817,0,11,-1,1,64,0.222222222,8,-2,9,530525,2,28591.27,9,0,0,32,1,7,0,0,0,BCN,POSPAGO,1,86,-1,5,0,20,10,466,6,8,643,691,837,3,3,-3,1
5943387,0,10,-1,3,71,0.127118644,10,1,9,107608,4,20876,8,-2,-2,96,-2,3,0,-2,0,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5943444,0,11,-1,2,51,0.333333333,5,-2,9,193585,3,4772.46,5,1,0,25,-2,2,-2,-2,1,CDMX,PREPAGO,1,42,2,2,0,19,2,429,3,9,559,608,736,3,0,1,3
5943995,0,11,-1,-2,63,0.384615385,1,-2,1,145084,1,15973.38,0,0,0,3,-2,9,-2,-2,0,BCN,POSPAGO,1,76,-1,6,0,20,10,467,5,8,621,670,842,4,2,-3,1
5944280,0,11,-1,2,78,0.454545455,9,-2,9,189179,3,7382.51,1,0,0,4,1,3,0,0,0,NL,PREPAGO,1,1,2,1,0,21,2,302,-1,-1,539,482,560,1,1,1,1
5944679,0,11,-1,3,56,0.087719298,9,-2,9,58952,4,4000,4,0,0,59,-2,1,0,-2,0,HGO,PREPAGO,1,45,4,5,0,20,4,487,-1,-1,557,590,738,3,2,51,3
5944888,0,11,-1,-2,51,0.444444444,4,-2,1,-2,1,4164.14,-2,0,1,-2,-2,2,0,-2,-2,CDMX,PREPAGO,1,69,5,6,0,22,5,498,-1,-1,614,636,771,3,3,56,3
5945040,0,0,-1,-1,68,-1,-1,-1,-1,-1,-1,9744.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5945876,0,11,-1,-2,62,0.151515152,9,2,9,122163,3,3239.96,6,0,0,27,-2,4,-2,-2,0,YUC,PREPAGO,1,53,6,4,0,22,6,554,3,8,544,606,727,3,3,32,3
5946066,0,11,-1,-2,61,0.243243243,1,-2,9,978744,1,28864.8,4,0,0,12,-2,24,0,-2,0,BCS,PREPAGO,1,34,6,5,0,20,6,402,3,4,566,570,761,2,2,45,3
5946541,0,1,-1,-1,56,-1,-1,-1,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,COA,PREPAGO,1,10,-1,4,1,20,-1,305,4,5,549,572,671,3,3,-2,3
5947681,0,10,-1,-2,68,0.142857143,3,-2,4,9002,1,18522.23,2,0,0,8,-2,4,0,-2,0,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5947928,0,11,-1,-2,77,0.125,1,-2,1,-2,1,12862,-2,0,0,-2,-2,47,0,-2,-2,JAL,PREPAGO,1,89,5,0,0,24,5,376,1,7,632,546,776,2,0,45,3
5948061,0,10,-1,-2,74,0.169014085,1,-2,2,27233,1,9574.6,4,0,-2,25,1,5,0,-2,0,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5948403,0,11,-1,1,68,0.5,6,-2,1,-2,2,24165.6,0,-2,-2,1,-2,201,-2,-2,-2,CDMX,PREPAGO,1,27,8,5,0,23,8,500,-1,-1,595,596,744,3,3,72,1
5948840,0,11,-1,4,48,0.36,15,-2,9,45991,5,13316.94,4,2,-2,30,-2,1,0,0,0,NL,PREPAGO,1,54,10,5,2,2,12,419,-1,-1,549,638,766,4,3,38,1
5949562,0,10,-1,1,63,0.419354839,10,0,4,859495,2,12395.23,5,-2,-2,27,-2,6,0,-2,0,CAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5949600,0,11,-1,-2,69,0.5,1,-2,9,-2,1,4225,0,1,0,3,-2,46,0,-2,0,COA,PREPAGO,1,42,4,3,0,21,4,410,3,8,581,578,735,2,2,73,1
5949942,0,10,-1,-2,61,0.375,4,1,9,617858,1,18801.91,8,0,-2,22,-2,4,0,0,1,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5950113,0,11,-1,1,64,0.076923077,3,-2,1,-2,2,33112.5,0,0,-2,7,-2,51,-2,-2,0,SIN,PREPAGO,1,68,7,5,0,22,7,415,-1,-1,593,603,769,3,2,58,3
5950436,0,10,-1,1,66,0.4,14,1,7,97420,3,19194,2,0,0,16,-2,1,-2,-2,0,JAL,      .,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5952279,0,11,-1,1,61,0.388888889,7,-2,9,140331,2,8863.5,3,-2,-2,10,1,6,-2,-2,0,ZAC,PREPAGO,1,45,3,5,0,20,3,384,4,5,568,593,754,2,1,72,3
5952792,0,11,-1,-2,61,0.454545455,2,-2,9,33814,1,1651,3,-2,-2,6,-2,5,0,-2,1,CHI,PREPAGO,1,31,5,5,0,20,5,339,5,5,562,603,735,3,2,58,3
5953514,0,11,-1,-2,59,0.25,1,-2,3,403,1,3552.99,1,0,1,5,1,9,-2,-2,0,SIN,PREPAGO,1,21,3,5,1,22,3,376,5,6,564,602,751,3,3,1,3
5953666,0,10,-1,-2,59,0.130434783,16,2,9,470316,2,41284.18,1,1,-2,19,1,4,0,-2,1,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5954464,0,11,-1,-2,58,0.071428571,1,-2,9,-2,1,28864.8,0,0,0,6,-2,109,0,-2,-2,BCS,PREPAGO,1,87,5,5,0,20,5,454,6,4,653,643,776,2,3,71,1
5955319,0,11,-1,-2,60,0.5,4,-2,3,27549,1,4420.31,1,0,1,7,1,2,0,-2,0,CHI,PREPAGO,1,63,6,5,0,21,6,384,3,5,537,609,746,3,2,41,3
5955547,0,11,-1,-2,60,0.315789474,3,-2,5,7900,1,5836.52,1,0,0,5,-2,13,0,-2,0,ZAC,PREPAGO,1,40,5,6,0,22,5,431,4,3,540,615,761,4,3,55,1
5956630,0,11,-1,-2,53,0.186440678,4,-2,9,136691,1,5953.73,1,0,-2,30,1,4,0,-2,1,SIN,PREPAGO,1,56,4,5,0,20,4,419,3,5,611,618,753,3,3,34,1
5956725,0,11,-1,-2,79,0.272727273,7,-2,2,33871,1,13242.74,1,-2,-2,4,-2,19,0,0,0,NL,PREPAGO,1,9,3,3,0,22,3,327,-1,-1,576,540,669,2,2,1,1
5956934,0,10,-1,1,58,0.333333333,10,-2,9,249002,2,29421.84,0,1,0,13,-2,1,0,-2,1,AGS,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5957390,0,10,-1,1,63,0.769230769,10,3,9,162223,2,3190.35,6,0,0,10,-2,9,0,-2,0,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5957485,0,11,-1,-2,63,0.222222222,1,-2,1,-2,1,16770.35,0,0,0,19,-2,2,-2,-2,0,VER,POSPAGO,1,80,-1,6,0,20,10,464,6,6,630,661,811,3,2,-3,3
5958055,0,11,-1,3,65,0.23,12,-2,9,1408178,4,26344.95,10,-2,-2,22,1,10,0,0,0,COA,PREPAGO,1,37,8,4,1,12,9,401,-1,-1,572,603,709,2,2,47,3
5958302,0,10,-1,-2,67,0.25,6,-2,9,-2,1,2780.55,0,-2,-2,2,-2,40,0,0,0,CHI,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5958967,0,10,-1,2,46,0.433333333,20,3,9,54550,3,4637.14,6,1,-2,19,-2,6,0,-2,1,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5961038,0,10,-1,-2,66,0.220588235,6,-2,9,259249,2,24947.48,3,1,0,51,1,3,-2,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5962235,0,11,-1,-2,67,0.25,6,1,9,2795,2,20913.05,0,-2,-2,2,-2,2,-2,0,0,VER,PREPAGO,1,43,6,5,0,20,6,394,5,6,582,618,758,3,3,78,3
5962577,0,11,-1,-2,63,0.333333333,1,-2,9,1086,1,3202.06,0,1,0,6,-2,33,0,-2,0,QRO,PREPAGO,1,48,8,5,0,17,8,477,4,4,568,606,749,3,2,42,1
5963033,0,1,-1,-1,40,-1,-1,-1,-1,-1,-1,35434.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,TAB,PREPAGO,1,10,2,2,0,21,2,434,-1,-1,563,426,656,2,1,1,1
5963128,0,11,-1,1,52,0.533333333,3,-2,9,48782,2,3099.92,1,1,-2,6,-2,13,-2,-2,0,TAM,PREPAGO,1,16,5,6,0,20,5,397,-1,-1,546,551,741,3,3,54,1
5963527,0,11,-1,1,80,0.142857143,1,-2,1,47171,1,3242.74,0,0,0,3,-2,1,0,-2,0,PUE,PREPAGO,1,37,4,2,0,18,4,328,2,7,556,611,717,2,2,50,3
5963546,0,0,-1,-1,51,-1,-1,-1,-1,-1,-1,3524.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5964363,0,1,-1,-1,58,-1,-1,-1,-1,-1,-1,5252.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,NL,PREPAGO,1,34,4,5,0,20,4,402,4,5,531,588,738,3,2,50,1
5966396,0,11,-1,-2,65,0.25,4,-2,9,-2,1,5836.52,-2,-2,-2,-2,-2,72,-2,0,-2,BCN,PREPAGO,1,61,6,5,0,20,6,388,3,6,588,602,761,2,3,100,3
5966491,0,10,-1,-2,62,1,6,-2,9,73274,1,2286.99,1,-2,-2,3,-2,11,-2,-2,0,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5966681,0,10,-1,-2,61,0.666666667,5,-2,9,46006,1,3598.52,0,3,-2,2,-2,8,-2,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5968201,0,11,-1,1,63,0.428571429,34,7,1,211436,3,3947.7,0,0,5,4,-2,1,0,-2,0,SON,PREPAGO,1,66,9,6,0,24,11,485,-1,-1,595,621,774,4,3,59,3
5971944,0,11,-1,1,68,0.625,4,-2,1,126496,2,9540.2,0,-2,-2,4,-2,3,0,-2,0,NL,PREPAGO,1,57,8,3,2,9,9,494,5,5,562,614,741,3,2,44,1
5971963,0,11,-1,-2,63,0.5,6,-2,9,47501,1,3428.43,0,-2,-2,3,-2,1,-2,0,0,ZAC,PREPAGO,1,35,6,5,0,22,6,417,-1,-1,570,589,722,3,3,44,3
5973977,0,10,-1,-2,64,0.5,3,-2,9,410478,1,22239.5,5,0,0,10,-2,8,0,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5975231,0,10,-1,-2,53,0.428571429,1,-2,9,34837,1,3701.13,3,-2,-2,4,-2,7,-2,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5975991,0,11,-1,-2,60,0.25,3,-2,1,-2,1,23261.25,-2,0,1,-2,-2,11,-2,0,-2,SON,PREPAGO,1,72,8,5,0,17,9,444,-1,-1,582,600,787,3,2,43,1
5976580,0,11,-1,-2,59,0.304347826,1,-2,9,31470,1,2981.74,1,-2,-2,17,-2,13,0,-2,0,NL,PREPAGO,1,17,7,5,0,21,7,398,3,4,524,570,722,3,3,51,1
5977663,0,10,-1,-2,67,0.153846154,18,2,1,212525,2,39622,0,0,0,3,-2,2,0,-2,-2,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5977701,0,10,-1,-2,66,0.179104478,6,-2,9,294467,1,32945.25,5,1,0,34,1,7,-2,0,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5977815,0,11,-1,1,83,0.625,1,-2,9,262310,1,22593.33,0,2,0,2,-2,2,0,-2,0,EM,MIXTO,1,69,-1,3,0,20,9,582,8,10,652,638,742,1,1,-2,1
5978195,0,11,-1,-2,46,0.113636364,1,-2,1,-2,1,2881.68,-2,-2,-2,-2,-2,25,-2,-2,-2,VER,PREPAGO,1,63,5,5,0,19,5,436,-1,-1,573,607,741,3,2,69,3
5978309,0,11,-1,-2,62,1,5,3,9,183375,1,3430.65,4,-2,-2,4,-2,8,-2,0,0,NL,PREPAGO,1,37,5,5,0,21,5,409,3,7,571,602,736,3,2,69,1
5979259,0,11,-1,1,62,0.118644068,8,-2,7,104798,4,6257.97,4,0,-2,56,-2,1,0,-2,0,CDMX,PREPAGO,1,21,8,5,0,12,8,454,7,5,559,612,747,3,2,34,3
5979810,0,10,-1,3,65,0.173913044,10,1,9,67362,4,10081.2,2,0,-2,18,1,6,-2,-2,0,SLP,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5980551,0,1,-1,0,48,0.128205128,0,0,0,0,0,23466.3,0,0,0,0,0,0,0,0,0,GRO,PREPAGO,1,51,6,5,0,20,6,404,1,4,552,595,769,3,2,69,1
5981520,0,11,-1,-2,72,0.318181818,3,1,1,259995,1,30700.7,0,0,0,5,-2,4,0,-2,-2,EM,MIXTO,1,89,-1,5,0,20,11,560,9,7,685,660,785,3,2,-2,3
5982641,0,11,-1,-2,65,0.5,3,1,9,376902,1,27131.59,2,-2,-2,18,-2,2,0,0,0,SON,MIXTO,1,78,-1,6,0,20,7,522,5,7,584,659,802,3,3,-2,1
5984655,0,11,-1,-2,47,0.4,2,-2,9,176866,1,2923.86,5,1,-2,13,-2,18,-2,-2,0,AGS,PREPAGO,1,61,8,6,0,21,8,401,5,4,602,622,777,3,3,57,1
5986764,0,0,-1,-1,63,-1,-1,-1,-1,-1,-1,10275.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5987505,0,11,-1,-2,60,0.75,6,2,9,109020,1,5836.52,1,-2,-2,4,-2,5,-2,0,0,QR,PREPAGO,1,26,-1,1,0,20,-1,337,6,8,572,580,720,1,1,-2,1
5988151,0,11,-1,-2,47,0.428571429,3,-2,6,22512,1,5324.3,0,0,0,2,-2,7,0,0,0,JAL,MIXTO,1,45,-1,5,0,20,11,437,5,5,583,665,735,3,2,-2,3
5988512,0,10,-1,-2,58,0.222222222,1,1,9,267995,-2,18157.6,2,0,0,9,-2,6,0,-2,1,CAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5988797,0,10,-1,2,60,0.470588235,11,5,9,277921,3,6266.09,0,-2,-2,4,-2,3,-2,0,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5989253,0,11,-1,-2,63,0.263157895,5,-2,9,118723,1,9232.12,1,0,-2,12,-2,3,0,-2,0,CDMX,PREPAGO,1,57,8,6,1,16,8,508,5,8,584,630,757,3,3,50,3
5989937,0,11,-1,-2,63,0.6,3,-2,9,-2,1,3947.77,0,-2,-2,1,-2,21,-2,-2,0,OAX,PREPAGO,1,74,6,6,0,21,6,409,4,4,546,635,779,4,4,52,3
5990982,0,11,-1,2,56,0.164179105,9,-2,7,273671,3,16396,7,0,-2,54,-2,1,-2,-2,0,YUC,PREPAGO,1,40,6,6,0,20,6,528,4,3,576,625,778,3,3,77,3
5994497,0,11,-1,9,58,0.333333333,37,1,9,750919,10,27316.2,13,1,-2,51,-2,1,-2,-2,0,HGO,PREPAGO,1,12,5,5,1,22,5,421,-1,-1,561,569,698,3,3,48,3
5994706,0,10,-1,1,58,0.258064516,5,-2,9,94117,2,8836,5,-2,-2,20,1,12,0,-2,1,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5994820,0,10,-1,-2,75,0.093023256,8,-2,9,354083,1,8623.8,2,0,-2,6,1,8,0,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5995029,0,11,-1,1,65,0.5,7,2,9,258516,2,11793.17,1,1,1,4,-2,3,-2,0,0,AGS,PREPAGO,1,2,2,1,1,21,2,338,4,5,536,462,593,1,1,1,1
5995428,0,10,-1,-2,55,0.175438597,4,-2,9,958429,1,38510.91,7,1,-2,42,-2,1,0,0,0,TAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5995428,0,10,-1,-2,55,0.175438597,4,-2,9,958429,1,38510.91,7,1,-2,42,-2,1,0,0,0,TAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5997499,0,10,-1,-2,76,0.256410256,3,-2,9,48037,1,2107.93,2,-2,-2,19,-2,12,-2,-2,0,SLP,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5997917,0,11,-1,0,63,0.157894737,10,3,4,359761,1,2589,2,1,0,39,1,15,-2,-2,0,CAM,PREPAGO,1,91,5,5,0,20,5,491,4,4,595,611,803,3,2,50,3
5998107,0,11,-1,0,60,0.421052632,2,0,9,39329,1,7159,2,-2,-2,12,-2,11,0,-2,0,NL,PREPAGO,1,69,9,4,2,0,11,413,1,6,595,599,749,2,1,42,2
5998449,0,10,-1,0,73,0.216216216,2,-2,2,92310,1,8897.31,0,0,0,17,1,6,-2,0,0,VER,      .,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6000349,0,11,-1,0,65,0.108108108,13,-2,6,556826,2,15391,2,0,-2,23,1,11,-2,0,0,NL,MIXTO,1,50,-1,5,0,20,7,450,5,6,596,666,776,3,2,-2,1
6000596,0,10,-1,-2,29,1,7,1,1,-2,2,2254,-2,-2,-2,-2,-2,10,0,-2,-2,CHI,      .,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6001166,0,10,-1,-2,73,0.285714286,12,-2,9,26291,2,3713,0,-2,-2,12,-2,6,-2,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6001280,0,1,-1,-1,54,-1,-1,-1,-1,-1,-1,2448,-1,-1,-1,-1,-1,-1,-1,-1,-1,COA,PREPAGO,1,28,6,6,5,20,6,398,-1,-1,516,585,710,3,3,69,3
6001565,0,10,-1,1,76,0.352941177,5,1,6,108964,2,6173,2,-2,-2,13,-2,9,0,-2,0,VER,      .,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6002629,0,10,-1,0,64,0.333333333,18,2,1,168390,4,5094,0,0,2,7,-2,2,0,-2,0,CDM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6003066,0,10,-1,-2,46,0.263157895,5,0,2,71686,2,8462.05,0,0,-2,16,-2,37,-2,-2,1,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6003123,0,11,-1,1,59,0.192307692,7,1,2,301925,2,22587,2,-2,-2,14,1,3,-2,-2,0,SIN,PREPAGO,1,71,7,6,0,19,7,369,4,8,592,622,783,3,3,47,1
6003560,0,11,-1,-2,62,0.25,6,0,4,27779,2,8303,0,0,-2,6,-2,40,-2,0,-2,NL,PREPAGO,1,34,4,4,0,20,4,383,-1,-1,567,559,693,2,2,54,1
6003864,0,10,-1,0,57,0.225806452,9,2,9,71353,1,0,1,1,-2,29,1,2,-2,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6004719,0,11,-1,0,63,0.4,15,-2,4,177713,2,40206,0,3,1,17,-2,1,0,0,-2,COA,MIXTO,1,62,-1,6,0,20,7,479,5,7,589,657,790,4,3,-2,1
6005270,0,1,-1,-1,65,-1,-1,-1,-1,-1,-1,13361,-1,-1,-1,-1,-1,-1,-1,-1,-1,CDM,PREPAGO,1,86,6,4,-1,19,6,520,8,5,637,654,785,3,3,46,1
6005346,0,10,-1,-2,64,0.461538462,12,-2,1,89059,1,19954.48,0,-2,-2,6,-2,2,-2,-2,0,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
6005403,0,1,-1,-1,65,-1,-1,-1,-1,-1,-1,4086,-1,-1,-1,-1,-1,-1,-1,-1,-1,CHI,PREPAGO,1,62,6,5,0,21,6,346,4,5,549,605,752,3,2,72,3
6005631,0,11,-1,1,62,0.086956522,6,1,7,487072,2,24671,2,1,0,55,-2,7,-2,-2,0,GRO,PREPAGO,1,67,5,6,0,20,5,434,5,6,549,626,775,3,3,100,1
6006771,0,11,-1,-2,58,0.185185185,3,0,1,569459,1,21053,0,0,0,30,-2,12,0,-2,0,VER,PREPAGO,1,41,7,6,0,20,7,424,-1,-1,572,585,748,2,2,60,3
6006923,0,11,-1,0,56,0.204545455,5,-2,4,2010,1,8875,0,0,-2,19,-2,1,-2,0,0,JAL,MIXTO,1,61,-1,5,0,20,11,368,8,6,628,679,753,3,3,-2,3
